"20세미만자녀수코드","남편결혼연령","아내결혼연령","남편이혼연령","아내이혼연령","동거기간년수"
01,31.575,26.712,50.065,45.202,18
01,31.575,32.12,37.408,37.953,5
01,31.575,34.904,41.221,44.55,9
01,31.578,28.178,36.638,33.238,5
01,31.578,29.72,54.791,52.936,23
01,31.58,27.019,43.641,39.079,12
01,31.58,38.315,47.649,54.383,16
01,31.583,25.046,43.01,36.473,11
01,31.583,25.172,49.452,43.041,17
01,31.583,25.271,43.282,36.972,11
01,31.583,26.008,37.63,32.054,6
01,31.583,26.18,64.435,59.035,32
01,31.583,31.301,38.161,37.879,6
01,31.583,36.871,41.517,46.805,9
01,31.586,28.18,42.427,39.021,10
01,31.586,29.189,40.969,38.572,9
01,31.586,29.641,42.06,40.115,10
01,31.589,24.832,41.342,34.586,9
01,31.589,26.947,36.698,32.057,5
01,31.589,27.484,45.123,41.019,13
01,31.589,28.923,44.331,41.663,12
01,31.589,30.243,36.427,35.084,4
01,31.589,33.695,34.515,36.621,2
01,31.591,25.071,52.139,45.619,20
01,31.591,25.556,53.09,47.054,21
01,31.591,31.342,48.183,47.934,16
01,31.591,31.572,40.252,40.232,8
01,31.591,31.912,42.265,42.586,10
01,31.591,34.712,33.89,37.01,2
01,31.594,19.704,37.967,26.073,6
01,31.594,25.372,37.591,31.369,5
01,31.594,26.441,44.208,39.054,12
01,31.594,30.898,47.734,47.038,16
01,31.594,31.29,37.654,37.35,6
01,31.597,28.624,43.013,40.041,11
01,31.597,35.95,39.41,43.764,7
01,31.6,23.843,36.931,29.175,5
01,31.6,27.35,47.484,43.235,15
01,31.6,28.005,36.923,33.326,5
01,31.6,30.849,38.271,37.52,6
01,31.6,31.21,39.306,38.92,7
01,31.6,32.169,36.676,37.243,5
01,31.6,32.457,50.038,50.895,18
01,31.602,23.339,38.945,30.682,7
01,31.602,23.81,57.994,50.202,26
01,31.602,24.361,40.15,32.909,8
01,31.602,30.553,35.939,34.89,4
01,31.602,31.397,43.249,43.043,11
01,31.605,25.783,51.241,45.419,19
01,31.605,29.994,34.432,32.821,2
01,31.605,31.249,36.027,35.671,4
01,31.605,31.32,40.868,40.583,9
01,31.605,31.389,35.934,35.717,4
01,31.605,31.712,36.013,36.12,4
01,31.608,26.276,38.087,32.756,6
01,31.608,26.986,52.298,47.676,20
01,31.608,27.347,39.326,35.065,7
01,31.608,27.534,50.438,46.364,18
01,31.61,27.586,42.657,38.632,11
01,31.61,28.095,52.01,48.495,20
01,31.61,28.742,47.287,44.419,15
01,31.61,28.978,41.816,39.183,10
01,31.61,31.402,42.309,42.101,10
01,31.61,31.487,38.005,37.882,6
01,31.613,18.312,35.394,22.093,3
01,31.613,21.575,62.591,52.553,30
01,31.613,30.238,45.342,43.967,13
01,31.616,26.26,52.805,47.452,21
01,31.616,27.493,52.2,48.073,20
01,31.616,29.794,54.709,52.887,23
01,31.616,31.054,44.087,43.526,12
01,31.616,32.326,38.293,39.002,6
01,31.619,25.487,52.709,46.578,21
01,31.619,27.336,47.838,43.556,16
01,31.619,27.495,56.252,52.128,24
01,31.619,32.279,45.78,46.441,14
01,31.621,22.945,55.967,47.287,24
01,31.621,27.931,35.616,31.926,3
01,31.624,25.731,52.723,46.83,21
01,31.624,26.186,48.098,42.66,16
01,31.624,28.739,53.857,50.972,22
01,31.624,30.753,44.841,43.972,13
01,31.627,28.369,47.265,44.008,15
01,31.63,29.605,33.43,31.405,1
01,31.63,29.682,46.865,44.917,15
01,31.63,30.983,41.139,40.493,9
01,31.63,31.065,46.378,45.813,14
01,31.63,31.545,44.172,44.087,12
01,31.632,19.271,45.471,33.109,13
01,31.632,31.915,49.972,50.254,18
01,31.632,33.328,46.906,48.602,15
01,31.632,36.12,45.158,49.646,13
01,31.635,33.041,39.915,41.32,8
01,31.635,33.504,42.282,44.15,10
01,31.638,28.509,42.66,39.531,11
01,31.638,31.753,56.232,56.345,24
01,31.641,25.134,62.882,56.375,31
01,31.641,26.438,43.528,38.326,11
01,31.641,31.271,33.221,32.852,1
01,31.641,31.356,41.561,41.276,9
01,31.643,26.558,38.906,33.821,7
01,31.643,28.534,39.027,35.917,7
01,31.643,28.641,38.641,35.638,6
01,31.643,32.098,42.032,42.487,10
01,31.646,27.479,54.479,50.312,22
01,31.646,31.493,48.284,48.131,16
01,31.646,33.917,41.186,43.457,9
01,31.649,31.063,35.178,34.591,3
01,31.652,24.005,45.882,38.235,14
01,31.652,27.043,53.731,49.123,22
01,31.652,27.112,43.145,38.605,11
01,31.652,27.15,37.589,33.087,5
01,31.652,30.271,48.024,46.643,16
01,31.652,32.43,37.873,38.652,6
01,31.654,22.709,49.347,40.402,17
01,31.654,28.832,50.131,47.309,18
01,31.654,31.679,49.983,50.008,18
01,31.657,27.956,49.052,45.35,17
01,31.657,29.512,36.819,34.673,5
01,31.657,30.052,46.189,44.583,14
01,31.66,21.306,66.983,56.63,35
01,31.66,22.936,55.947,47.221,24
01,31.66,24.706,50.238,43.284,18
01,31.66,30.6,33.273,32.213,1
01,31.66,31.665,42.367,42.372,10
01,31.663,28.556,55.794,52.687,24
01,31.663,33.273,40.931,42.542,9
01,31.665,28.808,34.572,31.715,2
01,31.665,29.739,53.375,51.449,21
01,31.665,29.983,33.394,31.712,1
01,31.668,25.553,36.6,30.484,4
01,31.668,33.542,48.983,50.857,17
01,31.671,21,39.416,28.745,7
01,31.671,25.156,54.084,47.569,22
01,31.671,29.367,38.769,36.465,7
01,31.671,30.057,42.972,41.358,11
01,31.673,32.841,38.104,39.271,6
01,31.676,27.717,34.679,30.72,3
01,31.676,29.663,53.079,51.065,21
01,31.676,30.4,39.761,38.484,8
01,31.676,31.136,50.539,50,18
01,31.679,23.136,51.819,43.276,20
01,31.679,23.435,41.6,33.356,9
01,31.679,28.032,46.46,42.813,14
01,31.679,30.158,34.23,32.709,2
01,31.679,31.054,39.547,38.923,7
01,31.682,26.682,38.43,33.43,6
01,31.682,30.671,43.964,42.953,12
01,31.682,31.61,37.504,37.432,5
01,31.682,31.673,49.61,49.602,17
01,31.684,29.315,42.61,40.241,10
01,31.687,29.082,35.682,33.076,3
01,31.69,24.273,44.517,37.104,12
01,31.69,26.013,37.712,32.035,6
01,31.69,26.013,48.904,43.227,17
01,31.69,26.035,36.632,30.98,4
01,31.69,32.906,54.449,55.665,22
01,31.693,23.161,43.076,34.545,11
01,31.693,24.339,39.912,32.558,8
01,31.693,25.742,50.043,44.093,18
01,31.693,27.572,46.526,42.405,14
01,31.693,32.487,35.575,36.369,3
01,31.695,22.98,55.232,46.517,23
01,31.695,23.926,39.09,31.32,7
01,31.695,28.808,44.989,42.098,13
01,31.695,29.786,45.473,43.564,13
01,31.695,31.257,39.794,39.356,8
01,31.695,31.419,38.547,38.271,6
01,31.695,37.12,36.857,42.284,5
01,31.698,20.235,38.008,26.545,6
01,31.698,24.139,46.112,38.553,14
01,31.698,26.843,46.052,41.197,14
01,31.698,26.895,39.169,34.367,7
01,31.698,26.986,36.953,32.241,5
01,31.698,27.627,37.794,33.723,6
01,31.698,30.095,40.961,39.358,9
01,31.701,18.709,40.084,27.093,8
01,31.701,28.52,39.736,36.556,8
01,31.701,29.183,43.778,41.26,12
01,31.701,30.147,38.901,37.347,7
01,31.701,30.339,36.487,35.126,4
01,31.701,31.389,51.172,50.86,19
01,31.704,21.358,36.361,26.019,4
01,31.704,22.841,48.791,39.928,17
01,31.704,29.545,47.32,45.161,15
01,31.706,21.673,52.884,42.852,21
01,31.706,27.172,48.657,44.123,16
01,31.706,28.452,34.545,31.29,2
01,31.706,28.964,34.295,31.553,2
01,31.706,29.046,41.024,38.364,9
01,31.706,31.279,37.372,36.945,5
01,31.709,29.032,34.673,31.997,2
01,31.709,31.802,45.271,45.364,13
01,31.712,31.115,45.83,45.232,14
01,31.712,39.66,44.969,52.917,13
01,31.717,25.917,54.663,48.865,22
01,31.717,26.23,55.136,49.649,23
01,31.717,28.309,39.06,35.652,7
01,31.717,28.958,38.049,35.29,6
01,31.717,31.317,40.265,39.868,8
01,31.717,35.257,43.536,47.076,11
01,31.72,26.794,35.558,30.632,3
01,31.72,27.915,40.578,36.772,8
01,31.72,28.03,53.591,49.901,21
01,31.72,29.717,42.86,40.857,11
01,31.72,35.978,39.561,43.819,7
01,31.723,24.871,53.909,47.054,22
01,31.723,28.038,43.92,40.235,12
01,31.723,28.846,50.405,47.528,18
01,31.723,31.567,40.106,39.953,8
01,31.723,31.6,33.526,33.402,1
01,31.726,24.356,45.936,38.567,14
01,31.726,25.493,37.942,31.709,6
01,31.726,26.487,43.895,38.657,12
01,31.726,29.021,52.356,49.654,20
01,31.726,30.019,51.304,49.597,19
01,31.726,30.041,40.583,38.901,8
01,31.726,30.435,34.515,33.224,2
01,31.726,35.58,44.408,48.265,12
01,31.731,22,35.126,25.394,3
01,31.731,23.734,38.424,30.427,6
01,31.731,30.156,40.92,39.342,9
01,31.731,31.504,34.4,34.172,2
01,31.731,32.772,42.983,44.024,11
01,31.731,32.78,46.98,48.03,15
01,31.731,33.293,37.093,38.654,5
01,31.734,24.454,53.109,45.83,21
01,31.734,30.391,33.049,31.706,1
01,31.734,30.863,35.52,34.649,3
01,31.734,31.81,45.093,45.169,13
01,31.734,31.832,42.112,42.21,10
01,31.734,32.452,43.367,44.084,11
01,31.736,26.279,34.561,29.104,2
01,31.736,35.104,38.684,42.052,6
01,31.739,28.224,44.504,40.991,12
01,31.739,29.843,33.238,31.342,1
01,31.739,30.268,40.663,39.194,8
01,31.739,31.926,38.161,38.347,6
01,31.739,33.386,39.882,41.528,8
01,31.739,37.405,44.068,49.736,12
01,31.742,25.413,32.873,26.545,1
01,31.742,27.849,34.328,30.435,2
01,31.742,28.065,32.128,28.452,0
01,31.742,28.635,43.827,40.72,12
01,31.745,25.383,40.112,33.75,8
01,31.745,26.298,52.654,47.208,20
01,31.745,31.526,32.473,32.254,0
01,31.747,25.578,33.794,27.624,2
01,31.747,27.83,46.547,42.63,14
01,31.747,29.008,52.265,49.526,20
01,31.747,29.189,46.646,44.087,14
01,31.747,31.654,36.457,36.364,4
01,31.75,25.863,46.936,41.046,15
01,31.75,30.26,39.986,38.495,8
01,31.75,30.304,42.109,40.663,10
01,31.75,30.627,38.591,37.468,6
01,31.75,30.857,38.449,37.556,6
01,31.753,23.071,63.315,54.632,31
01,31.753,24.345,53.556,46.147,21
01,31.753,27.739,42.978,38.964,11
01,31.753,30.29,45.564,44.101,13
01,31.756,21.912,52.375,42.528,20
01,31.756,28.23,51.309,47.783,19
01,31.756,31.043,35.364,34.652,3
01,31.756,31.558,37.131,36.934,5
01,31.756,33.043,42.027,43.315,10
01,31.758,26.043,38.893,33.178,7
01,31.758,27.761,44.969,40.972,13
01,31.758,30.082,53.758,52.082,22
01,31.761,18.764,57.03,44.032,25
01,31.761,19.876,32.879,20.994,1
01,31.761,24,36.287,28.528,4
01,31.761,27.15,33.687,29.076,1
01,31.761,29.863,43.972,42.073,12
01,31.761,30.671,39.715,38.624,7
01,31.761,34.827,36.967,40.032,5
01,31.764,23.679,56.306,48.221,24
01,31.764,31.476,45.394,45.106,13
01,31.764,31.786,51.747,51.769,19
01,31.764,36.904,44.227,49.367,12
01,31.767,27.336,40.331,35.901,8
01,31.767,27.553,38.271,34.057,6
01,31.767,30.043,36.934,35.21,5
01,31.767,31.263,43.016,42.512,11
01,31.769,30.923,41.186,40.339,9
01,31.769,31.758,41.487,41.476,9
01,31.772,25.879,37.893,32,6
01,31.772,27.279,46.726,42.232,14
01,31.772,33.739,39.654,41.621,7
01,31.775,25.016,53.306,46.55,21
01,31.775,26.449,34.789,29.463,3
01,31.775,27.391,43.838,39.454,12
01,31.775,34.315,43.775,46.315,12
01,31.778,25.893,36.876,30.991,5
01,31.778,26.802,37.624,32.649,5
01,31.778,35.821,42.539,46.583,10
01,31.78,26.545,53.183,47.947,21
01,31.78,31.021,37.104,36.347,5
01,31.78,31.547,31.86,31.627,0
01,31.78,32.712,43.443,44.375,11
01,31.786,22.191,52.4,42.808,20
01,31.786,25.726,54.005,47.947,22
01,31.786,27.512,44.838,40.564,13
01,31.786,29.241,44.542,41.997,12
01,31.786,32.084,43.323,43.621,11
01,31.789,23.353,52.128,43.693,20
01,31.789,26.841,37.227,32.279,5
01,31.789,28.646,39.41,36.268,7
01,31.789,32.019,48.284,48.515,16
01,31.789,32.465,31.975,32.652,0
01,31.791,23.465,45.29,36.964,13
01,31.791,27.879,36.723,32.81,4
01,31.791,30.276,38.808,37.293,7
01,31.791,32.156,39.969,40.334,8
01,31.791,33.043,44.86,46.115,13
01,31.794,23.671,59.268,51.145,27
01,31.794,26.471,42.816,37.493,11
01,31.794,27.068,40.726,36,8
01,31.794,28.309,39.454,35.972,7
01,31.794,30.328,38.367,36.901,6
01,31.794,30.66,53.4,52.265,21
01,31.794,31.098,34.602,33.906,2
01,31.797,24.939,35.794,28.936,3
01,31.797,29.183,43.397,40.783,11
01,31.797,29.69,39.334,37.227,7
01,31.797,31.978,42.013,42.194,10
01,31.797,32.087,40.065,40.358,8
01,31.8,24.109,43.432,35.742,11
01,31.802,27.723,55.564,51.484,23
01,31.802,28.38,37.241,33.819,5
01,31.802,31.427,36.72,36.345,4
01,31.802,31.868,42.879,42.945,11
01,31.805,26.046,51.586,45.827,19
01,31.805,27.841,54.81,50.846,23
01,31.805,28.35,36.517,33.065,4
01,31.805,31.627,45.282,45.104,13
01,31.808,22.457,39.284,29.934,7
01,31.808,26.35,47.221,41.764,15
01,31.808,33.41,36.638,38.241,4
01,31.81,24.512,56.071,48.775,24
01,31.81,24.786,43.712,36.687,11
01,31.81,25.638,48.742,42.569,16
01,31.81,28.66,41.882,38.731,10
01,31.81,31.813,40.745,40.747,8
01,31.813,24.98,50.024,43.191,18
01,31.813,26.635,48.673,43.495,16
01,31.813,28.613,51.912,48.712,20
01,31.813,31.463,35.901,35.55,4
01,31.813,31.673,38.676,38.536,6
01,31.813,31.731,43.46,43.378,11
01,31.813,34.63,36.978,39.794,5
01,31.816,22.994,33.906,25.084,2
01,31.816,24.868,34.843,27.895,3
01,31.816,29.512,57.186,54.882,25
01,31.816,29.668,35.213,33.065,3
01,31.816,31.043,43.104,42.331,11
01,31.816,31.18,36.416,35.783,4
01,31.819,25.86,53.035,47.076,21
01,31.821,23.8,49.038,41.016,17
01,31.821,24.421,34.183,26.783,2
01,31.824,26.2,52.673,47.052,20
01,31.824,26.712,38.947,33.835,7
01,31.824,28.873,51.868,48.917,20
01,31.827,18.435,45.249,31.857,13
01,31.827,21.624,57.526,47.323,25
01,31.827,27.764,46.441,42.378,14
01,31.83,27.923,49.369,45.463,17
01,31.83,28.347,60.945,57.463,29
01,31.83,30.306,52.509,50.989,20
01,31.832,25.493,35.347,29.008,3
01,31.832,28.671,55.189,52.027,23
01,31.832,28.838,44.098,41.104,12
01,31.832,30.309,42.747,41.224,10
01,31.832,31.813,37.158,37.139,5
01,31.832,33.219,35.29,36.676,3
01,31.832,33.624,39.865,41.657,8
01,31.835,26.687,52.882,47.734,21
01,31.835,29.021,35.758,32.945,3
01,31.835,29.208,35.597,32.969,3
01,31.835,29.63,61.347,59.142,29
01,31.835,29.915,41.638,39.717,9
01,31.835,30.934,42.216,41.315,10
01,31.838,24.068,43.556,35.786,11
01,31.838,27.972,41.967,38.098,10
01,31.838,32.857,52.572,53.591,20
01,31.841,24.309,46.178,38.646,14
01,31.841,25.139,37.975,31.271,6
01,31.841,31.638,34.638,34.435,2
01,31.841,32.526,43.287,43.972,11
01,31.843,27.558,50.693,46.408,18
01,31.843,28.561,43.153,39.871,11
01,31.843,29.83,49.391,47.378,17
01,31.843,30.027,39.849,38.032,8
01,31.843,30.101,45.312,43.569,13
01,31.843,30.145,55.038,53.339,23
01,31.846,25.816,39.178,33.147,7
01,31.846,28.72,44.098,40.975,12
01,31.846,32.082,42.58,42.816,10
01,31.849,28.695,45.693,42.539,13
01,31.849,31.627,47.326,47.104,15
01,31.852,28.715,55.726,52.589,23
01,31.852,29.156,42.367,39.671,10
01,31.852,31.342,48.947,48.438,17
01,31.852,32.539,36.668,37.356,4
01,31.854,24.134,54,46.279,22
01,31.854,30.789,39.01,37.945,7
01,31.854,33.58,35.597,37.323,3
01,31.857,28.301,40.454,36.901,8
01,31.857,33.005,36.72,37.871,4
01,31.86,22.232,40.18,30.553,8
01,31.86,26.136,53,47.276,21
01,31.86,27.731,53.104,48.975,21
01,31.86,27.769,43.63,39.539,11
01,31.86,29.315,50.827,48.282,18
01,31.86,29.684,40.827,38.652,8
01,31.86,31.515,38.953,38.608,7
01,31.86,36.947,38.35,43.438,6
01,31.863,29.556,47.912,45.605,16
01,31.863,32.715,45.49,46.342,13
01,31.865,24.271,51.553,43.958,19
01,31.865,27.717,42.03,37.882,10
01,31.865,28.375,41.413,37.923,9
01,31.865,33.309,33.756,35.2,1
01,31.865,34.356,40.512,43.005,8
01,31.868,31.454,41.024,40.61,9
01,31.871,21.205,42.369,31.704,10
01,31.871,21.879,53.268,43.276,21
01,31.871,29.997,48.32,46.446,16
01,31.873,23.791,51.317,43.235,19
01,31.873,24.468,35.136,27.731,3
01,31.873,27.457,45.865,41.449,13
01,31.873,29.572,38.46,36.158,6
01,31.873,31.208,47.082,46.416,15
01,31.873,32.271,42.613,43.01,10
01,31.876,25.58,43.501,37.205,11
01,31.876,26.484,37.536,32.142,5
01,31.876,27.778,51.216,47.117,19
01,31.876,34.536,45.852,48.512,13
01,31.879,28.068,39.476,35.665,7
01,31.879,29.654,36.29,34.068,4
01,31.879,31.238,39.471,38.83,7
01,31.879,31.931,35.983,36.032,4
01,31.882,20.89,39.917,28.926,8
01,31.882,29.802,49.038,46.961,17
01,31.882,31.002,48.972,48.09,17
01,31.882,39.627,53.939,61.684,22
01,31.884,20.539,54.046,42.701,22
01,31.884,23.871,55.383,47.369,23
01,31.884,25.208,57.249,50.572,25
01,31.884,26.073,35.326,29.515,3
01,31.884,28.246,45.589,41.95,13
01,31.884,28.813,52.769,49.698,20
01,31.884,30.534,40.169,38.819,8
01,31.884,31.693,35.643,35.452,3
01,31.884,32.473,38.361,38.95,6
01,31.887,25.139,53.657,46.909,21
01,31.887,29.178,37.4,34.69,5
01,31.887,32.369,42.221,42.704,10
01,31.887,33.778,38.29,40.18,6
01,31.887,33.816,35.86,37.789,3
01,31.887,38.076,47.857,54.046,15
01,31.89,28.41,48.89,45.41,17
01,31.893,29.975,36.35,34.432,4
01,31.893,32.731,37.736,38.572,5
01,31.893,32.758,44.334,45.2,12
01,31.895,21.043,40.58,29.731,8
01,31.895,24.654,49.783,42.542,17
01,31.895,24.758,58.435,51.298,26
01,31.895,27.671,42.939,38.715,11
01,31.895,28.005,37.008,33.117,5
01,31.895,28.479,40.808,37.391,8
01,31.895,29.841,34.873,32.819,2
01,31.895,30.695,54.238,53.038,22
01,31.895,31.241,45.161,44.506,13
01,31.895,32.715,51.169,51.989,19
01,31.895,33.216,33.558,34.879,1
01,31.898,21.578,48.591,38.273,16
01,31.898,32.043,37.745,37.89,5
01,31.898,34.473,37.441,40.016,5
01,31.901,26.084,37.498,31.682,5
01,31.901,26.498,49.939,44.536,18
01,31.901,32.594,37.032,37.726,5
01,31.904,21.249,53.936,43.279,22
01,31.904,27.986,37.821,33.904,5
01,31.906,32.167,39.361,39.621,7
01,31.906,37.397,35.887,41.378,3
01,31.909,23.791,54.087,45.969,22
01,31.909,28.43,49.89,46.41,17
01,31.909,28.808,42.569,39.468,10
01,31.909,28.835,42.01,38.939,10
01,31.909,30.619,36.997,35.704,5
01,31.909,31.23,45.75,45.071,13
01,31.909,31.852,37.849,37.791,5
01,31.909,33.638,40.92,42.652,9
01,31.909,34.873,48.698,51.663,16
01,31.912,25.339,37.786,31.213,5
01,31.912,26.375,33.539,28.002,1
01,31.912,29.076,44.065,41.232,12
01,31.912,31.89,40.515,40.493,8
01,31.915,24.43,53.904,46.419,21
01,31.915,28.273,41.221,37.58,9
01,31.915,30.024,49.345,47.454,17
01,31.915,31.865,50.687,50.638,18
01,31.915,31.958,37.701,37.745,5
01,31.917,28.306,38.939,35.328,7
01,31.917,31.717,36.747,36.547,4
01,31.92,30.175,35.72,33.975,3
01,31.92,30.95,43.167,42.197,11
01,31.92,34.306,37,39.386,5
01,31.923,24.895,56.758,49.731,24
01,31.923,30.071,42.383,40.531,10
01,31.923,33.693,44.41,46.183,12
01,31.926,24.46,49.282,41.816,17
01,31.926,26.967,54.358,49.4,22
01,31.926,27.86,41.983,37.917,10
01,31.926,29.26,40.715,38.052,8
01,31.926,31.495,48.249,47.821,16
01,31.928,26.446,48.663,43.18,16
01,31.928,30.493,41.115,39.679,9
01,31.928,31.723,45.43,45.224,13
01,31.928,31.846,35.701,35.619,3
01,31.928,32.243,38.8,39.115,6
01,31.928,32.906,36.717,37.695,4
01,31.928,35.186,42.89,46.147,10
01,31.931,27.936,43.857,39.863,11
01,31.931,28.769,55.276,52.115,23
01,31.931,29.284,42.526,39.879,10
01,31.931,29.567,34.079,31.715,2
01,31.934,23.802,34.18,26.049,2
01,31.934,23.876,35.83,27.772,3
01,31.934,24.753,38.558,31.378,6
01,31.934,26.482,37.986,32.534,6
01,31.934,26.619,48.997,43.684,17
01,31.934,36.756,37.528,42.35,5
01,31.936,26.169,35.632,29.865,3
01,31.936,33.079,38.805,39.947,6
01,31.939,23.879,54.353,46.293,22
01,31.939,25.065,55.213,48.339,23
01,31.939,30.778,39.561,38.4,7
01,31.939,32.164,35.616,35.841,3
01,31.939,32.254,36.936,37.254,5
01,31.942,32.72,34.901,35.679,2
01,31.945,28.528,52.657,49.241,20
01,31.945,33.134,48.879,50.071,16
01,31.947,23.926,51.257,43.235,19
01,31.947,28.904,37.468,34.424,5
01,31.947,29.572,49.613,47.238,17
01,31.947,29.942,39.208,37.202,7
01,31.95,23.131,42.747,33.928,10
01,31.95,28.687,51.953,48.69,20
01,31.953,24.249,50.789,43.084,18
01,31.953,27.317,43.701,39.065,11
01,31.953,27.673,38.739,34.46,6
01,31.953,32.008,43.879,43.934,11
01,31.953,35.136,37.126,40.312,5
01,31.956,25.46,37.482,30.986,5
01,31.956,28.043,36.224,32.312,4
01,31.956,30.632,35.953,34.63,3
01,31.956,31.136,39.09,38.271,7
01,31.956,31.654,33.449,33.147,1
01,31.956,33.838,50.189,52.071,18
01,31.956,33.893,50.69,52.627,18
01,31.956,37.115,34.6,39.758,2
01,31.958,26.128,39.002,33.172,7
01,31.958,28.975,53.75,50.767,21
01,31.961,25.917,52.657,46.613,20
01,31.961,26.449,38.369,32.857,6
01,31.961,27.602,50.945,46.586,18
01,31.964,25.331,40.958,34.328,8
01,31.964,31.915,36.375,36.326,4
01,31.964,33.975,43.832,45.843,11
01,31.967,25.591,38.068,31.693,6
01,31.967,30.054,34.786,32.873,2
01,31.967,30.66,48.701,47.397,16
01,31.967,32.175,34.093,34.301,2
01,31.969,26.06,36.863,30.956,4
01,31.969,28.923,44.49,41.443,12
01,31.969,32.761,37.358,38.15,5
01,31.972,22.8,37.046,27.876,5
01,31.972,23.041,51.498,42.567,19
01,31.972,23.528,51.997,43.553,20
01,31.972,23.761,45.52,37.309,13
01,31.972,27.282,55.709,51.019,23
01,31.972,29.86,44.619,42.506,12
01,31.972,30.989,40.794,39.81,8
01,31.972,32.109,54.846,54.986,22
01,31.972,32.189,37.632,37.849,5
01,31.975,26.517,37.068,31.61,5
01,31.975,27.473,40.564,36.065,8
01,31.975,27.484,42.868,38.378,10
01,31.978,26.117,46.26,40.4,14
01,31.978,32.339,41.857,42.219,9
01,31.98,29.994,33.098,31.112,1
01,31.983,23.731,38.473,30.221,6
01,31.983,26.164,60.331,54.515,28
01,31.983,26.26,37.997,32.273,6
01,31.983,27.928,55.846,51.791,23
01,31.983,28.29,36.509,32.819,4
01,31.983,30.21,36.446,34.673,4
01,31.983,30.383,50.473,48.873,18
01,31.986,27.109,37.367,32.49,5
01,31.986,32.621,38.265,38.901,6
01,31.989,28.898,38.331,35.241,6
01,31.989,29.079,54.241,51.331,22
01,31.991,25.747,49.243,43,17
01,31.994,26.739,38.654,33.4,6
01,31.994,30.561,40.671,39.238,8
01,31.994,34.61,45.923,48.539,13
01,31.997,21.783,47.515,37.301,15
01,31.997,24.495,49.358,41.854,17
01,31.997,24.583,51.295,43.882,19
01,31.997,25.78,51.915,45.698,19
01,31.997,26.706,40.416,35.126,8
01,31.997,30.369,44.353,42.726,12
01,32,19.6,33.92,21.52,1
01,32,28.2,48.819,45.019,16
01,32,31.512,49.147,48.657,17
01,32,31.589,48.035,47.624,16
01,32,33.104,37.194,38.298,5
01,32,33.602,51.427,53.03,19
01,32,35.309,43.016,46.326,11
01,32,35.438,34.761,38.2,2
01,32.002,27.271,33.81,29.079,1
01,32.002,37.008,42.054,47.06,10
01,32.005,21.213,35.265,24.473,3
01,32.005,24.841,47.005,39.838,15
01,32.005,25.268,49.057,42.32,17
01,32.005,27.104,40.273,35.372,8
01,32.005,27.923,46.139,42.057,14
01,32.005,28.545,33.654,30.194,1
01,32.005,28.66,48.057,44.712,16
01,32.005,28.978,62.167,59.139,30
01,32.005,29.767,39.567,37.328,7
01,32.005,31.978,50.172,50.145,18
01,32.008,26.972,55.221,50.186,23
01,32.008,29.46,38.361,35.813,6
01,32.008,29.695,41.041,38.726,9
01,32.008,31.879,37.884,37.756,5
01,32.008,32.594,34.676,35.263,2
01,32.008,33.419,46.265,47.676,14
01,32.01,24.69,38.997,31.676,6
01,32.01,25.246,59.802,53.038,27
01,32.01,27.224,37.235,32.449,5
01,32.01,31.786,40.545,40.317,8
01,32.01,33.331,48.372,49.693,16
01,32.013,20.569,37.608,26.164,5
01,32.013,25.517,40.01,33.515,7
01,32.013,31.364,46.928,46.279,14
01,32.016,20.841,41.75,30.575,9
01,32.016,22.041,37.052,27.076,5
01,32.016,26.46,42.243,36.687,10
01,32.016,30.468,39.397,37.849,7
01,32.016,32.361,36.378,36.723,4
01,32.019,25.824,37.761,31.567,5
01,32.019,28.169,52.745,48.895,20
01,32.019,28.756,43.627,40.364,11
01,32.019,28.931,37.054,33.964,5
01,32.019,29.035,37.164,34.18,5
01,32.021,26.726,59.841,54.545,27
01,32.021,29.263,45.153,42.391,13
01,32.021,30.734,49.306,48.016,17
01,32.021,32.457,38.561,38.997,6
01,32.021,35.06,44.652,47.69,12
01,32.024,28.334,54.361,50.671,22
01,32.027,26.202,49.745,43.92,17
01,32.027,30.312,40.709,38.994,8
01,32.027,33.295,40.153,41.421,8
01,32.03,26.616,52.964,47.547,20
01,32.03,27.158,36.876,32.005,4
01,32.03,29.805,36.58,34.356,4
01,32.03,30.602,40.92,39.49,8
01,32.03,30.687,43.641,42.298,11
01,32.03,31.219,49.301,48.487,17
01,32.03,31.331,32.717,32.019,0
01,32.03,32.972,46.586,47.528,14
01,32.032,27.073,47.254,42.295,15
01,32.032,31.424,35.994,35.386,3
01,32.035,22.391,39.197,29.553,7
01,32.035,25.939,39.49,33.394,7
01,32.035,31.008,39.747,38.72,7
01,32.035,31.632,43.194,42.791,11
01,32.035,31.698,45.142,44.802,13
01,32.035,32.2,36.386,36.55,4
01,32.038,23.638,48.317,39.917,16
01,32.038,28.123,39.753,35.838,7
01,32.038,28.906,41.126,37.991,9
01,32.038,29.134,35.257,32.353,3
01,32.038,29.273,40.079,37.315,8
01,32.038,31.682,42.145,41.789,10
01,32.038,31.909,38.778,38.649,6
01,32.038,33.265,50.032,51.26,17
01,32.041,27.079,42.194,37.232,10
01,32.041,34.164,49.72,51.843,17
01,32.041,35.602,34.531,38.093,2
01,32.043,23.361,42.254,33.572,10
01,32.043,24.241,55.136,47.334,23
01,32.043,26.353,50.663,44.975,18
01,32.043,31.463,37.564,36.986,5
01,32.046,28.019,35.079,31.052,3
