지역,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12,2022-01,2022-02,2022-03,2022-04,2022-05,2022-06,2022-07,2022-08
대구 ,102.6315789,102.0467836,104.6783626,104.2397661,105.7017544,115.2046784,110.6725146,109.7953216,109.7953216,114.4736842,116.9590643,115.9356725,115.6432749,115.7894737,114.4736842,116.2280702,116.9590643,117.1052632,115.1428571,113.8571429,112.8571429,111.7142857,108.1428571,107.7142857,108.1428571,109.1428571,109.7142857,109.2857143,111.5714286,111.4285714,115.4285714,116.4285714,117.1428571,117.2857143,117.7142857,119.4285714,117.4647887,118.7323944,119.5774648,118.7323944,118.5915493,108.3098592,105.4929577,95.21126761,81.54929577,80,80.70422535,79.71830986,78.30985915,81.26760563,75.96685083,79.14364641,83.42541436,83.14917127,81.49171271,83.97790055,84.1160221,87.01657459,87.56906077,88.12154696,91.02209945,95.02762431,94.47513812,92.54143646,91.16022099,85.69739953,86.28841608,85.69739953,90.30732861,91.72576832,89.12529551,86.76122931,88.17966903,90.07092199,95.98108747,101.0638298,99.64539007,96.92671395,93.70786517,96.06741573,95.50561798,93.82022472,93.03370787,94.49438202,93.82022472,93.25842697,95.50561798,97.97752809,99.66292135,101.9101124,106.7180617,107.1585903,101.2114537,93.28193833,96.47577093,104.2951542,105.8370044,112.5550661,115.30837,119.1629956,121.3656388,128.9647577,127.9735683,131.938326,124.8898678,120.3744493,108.9207048,108.7004405,102.5563496,104.2605827,98.54315558,96.53655855,89.55470038,86.11874656,83.47993403,79.87905443,77.29521715,77.07531611,77.24024189,75.8108851,75.70093458,72.2100055
광주 ,91.95652174,96.95652174,99.13043478,100,99.56521739,98.91304348,98.91304348,99.56521739,100.8695652,99.13043478,99.13043478,99.56521739,100,99.13043478,99.34782609,100.4347826,99.7826087,98.91304348,99.36440678,99.36440678,100.4237288,99.57627119,98.72881356,98.51694915,100.2118644,99.57627119,100.4237288,100.2118644,99.36440678,98.94067797,98.72881356,98.94067797,98.94067797,100.6355932,102.3305085,102.5423729,99.36440678,99.36440678,98.72881356,99.15254237,100,99.78813559,99.78813559,99.57627119,99.57627119,99.57627119,99.36440678,99.36440678,99.57627119,98.51694915,98.72881356,98.94067797,98.94067797,99.15254237,99.78813559,98.72881356,97.45762712,94.27966102,93.8559322,93.22033898,93.8559322,92.58474576,93.00847458,95.55084746,98.72881356,102.9010239,104.6075085,104.778157,104.778157,104.6075085,103.2423208,104.4368601,101.5358362,101.5358362,103.2423208,105.4607509,106.8259386,104.4368601,100.3225806,100.6451613,100.483871,96.4516129,90.48387097,87.74193548,87.09677419,87.90322581,89.19354839,88.70967742,91.12903226,92.58064516,90.72327044,92.45283019,91.98113208,90.09433962,90.09433962,89.77987421,89.62264151,91.50943396,91.82389937,93.08176101,102.2012579,117.6100629,113.5220126,109.591195,108.6477987,107.8616352,107.3899371,111.163522,114.9212598,119.0551181,120.7086614,117.0866142,105.1181102,101.7322835,101.1023622,100.7480315,101.1023622,101.0629921,101.496063,100.8267717,98.46456693,96.88976378
대전 ,79.95391705,88.70967742,98.61751152,100.4608295,101.3824885,97.69585253,97.92626728,97.69585253,99.53917051,103.9170507,100,97.46543779,89.17050691,85.48387097,88.47926267,92.16589862,92.39631336,91.70506912,92.69911504,89.38053097,84.51327434,85.84070796,84.2920354,90.92920354,90.92920354,96.01769912,99.77876106,100,101.1061947,95.3539823,94.71365639,92.07048458,95.81497797,93.17180617,93.83259912,94.05286344,93.39207048,99.33920705,96.03524229,101.3215859,103.0837004,97.13656388,96.69603524,97.13656388,98.01762115,99.55947137,97.13656388,96.69603524,98.6784141,96.69603524,101.9067797,102.3305085,100.4237288,104.2372881,105.0847458,103.3898305,102.9661017,102.7542373,101.6949153,101.059322,98.51694915,103.3898305,102.5423729,102.5423729,104.2372881,100.7407407,101.6666667,102.037037,101.6666667,98.14814815,98.33333333,99.25925926,100.5555556,101.6666667,100.3703704,105,105.7407407,104.4444444,101.6245487,101.4440433,101.0830325,98.01444043,99.45848375,98.37545126,105.234657,109.0252708,112.4548736,112.8158845,115.5234657,118.9530686,113.869258,117.2261484,119.6996466,117.4028269,111.3957597,120.0530035,117.844523,116.6077739,118.0212014,117.6678445,120.8480565,124.9116608,123.4982332,129.5053004,126.6784452,119.2579505,125.8833922,129.770318,132.8545781,132.0017953,129.8922801,113.9138241,103.1418312,94.43447038,92.90843806,90.43985637,92.95332136,93.3572711,92.1454219,92.90843806,91.56193896,86.53500898
울산 ,91.16161616,89.64646465,94.44444444,96.71717172,98.23232323,95.95959596,97.47474747,95.2020202,92.42424242,95.70707071,95.45454545,97.97979798,98.23232323,94.44444444,94.44444444,102.020202,102.020202,100.5050505,98.26732673,100.990099,102.7227723,100.2475248,100.7425743,108.6633663,107.9207921,105.4455446,102.7227723,104.2079208,102.7227723,102.970297,103.3980583,104.368932,106.3106796,108.2524272,107.7669903,107.2815534,105.4794521,105.9360731,109.3607306,111.6438356,109.3607306,109.8173516,111.1872146,110.7305936,108.9041096,104.109589,104.3378995,105.0228311,101.5981735,84.01826484,78.66666667,80.44444444,81.11111111,80.44444444,79.11111111,80.44444444,80.88888889,76.66666667,78,77.55555556,77.77777778,78.88888889,78.22222222,79.33333333,78,85.84070796,78.76106195,82.52212389,82.30088496,75.44247788,71.23893805,69.02654867,65.92920354,59.51327434,60.84070796,58.40707965,55.75221239,55.30973451,53.38983051,55.08474576,54.02542373,54.87288136,56.1440678,56.3559322,56.3559322,58.47457627,56.77966102,61.86440678,73.72881356,82.41525424,84.63114754,86.2704918,87.09016393,86.06557377,84.22131148,86.68032787,105.942623,98.97540984,101.2295082,105.7377049,117.6229508,117.4180328,118.442623,116.8032787,115.5737705,109.2213115,99.79508197,103.4836066,112.7001067,114.8879402,117.2892209,109.018143,97.38527215,96.42475987,90.66168623,89.43436499,89.11419424,88.79402348,88.68729989,87.56670224,84.52508004,83.83137673
세종 ,,,,,,113.5135135,116.2162162,112.1621622,110.8108108,108.1081081,108.1081081,101.3513514,100,98.64864865,98.64864865,98.64864865,104.4117647,100,92.30769231,103.8461538,103.9215686,101.9607843,101.9607843,101.9230769,92,95,80.76923077,97.11538462,90.38461538,92.30769231,81.14754098,92.62295082,95.90163934,89.3442623,82.78688525,86.8852459,89.88764045,88.76404494,89.3258427,89.88764045,92.69662921,91.57303371,96.06741573,93.82022472,98.31460674,94.94382022,94.38202247,95.50561798,97.75280899,102.8089888,103.2110092,105.0458716,104.1284404,100.9174312,100.4587156,91.74311927,96.78899083,100.4587156,114.6788991,127.9816514,130.733945,112.3853211,87.1559633,99.08256881,89.90825688,101.5625,105.46875,96.09375,104.6875,107.03125,99.21875,101.5625,101.5625,96.875,89.84375,94.53125,92.1875,96.875,96.98795181,92.1686747,91.56626506,84.93975904,83.73493976,75.30120482,76.5060241,83.73493976,90.36144578,94.57831325,93.97590361,101.8072289,103.6458333,116.1458333,116.1458333,111.4583333,106.7708333,111.4583333,128.6458333,129.6875,129.1666667,128.125,124.4791667,121.875,117.7083333,114.5833333,107.2916667,105.2083333,96.875,83.85416667,88.0952381,88.69047619,96.72619048,95.23809524,94.49404762,81.10119048,87.79761905,90.47619048,91.96428571,88.83928571,87.94642857,86.30952381,86.75595238,78.86904762
강원 ,93.35793358,96.49446494,99.07749077,98.70848708,100.9225092,90.5904059,92.25092251,91.69741697,92.6199262,94.83394834,93.54243542,90.95940959,92.06642066,94.2804428,96.67896679,96.3099631,96.49446494,96.86346863,95.77205882,95.95588235,97.79411765,95.40441176,94.11764706,93.19852941,94.48529412,95.03676471,94.66911765,95.03676471,95.58823529,99.81617647,100.9191176,102.2058824,102.5735294,105.1851852,98.71323529,98.16176471,98.21428571,100,99.4047619,99.6031746,101.7857143,101.7857143,100.1984127,100.5952381,99.20634921,98.61111111,98.21428571,96.62698413,96.62698413,97.02380952,100.1901141,100.3802281,101.9011407,100.9505703,100.9505703,100.9505703,100.3802281,96.19771863,97.14828897,97.33840304,102.2813688,104.1825095,104.9429658,105.3231939,95.62737643,90.90909091,93.18181818,94.6969697,94.44444444,89.8989899,88.13131313,84.09090909,83.83838384,84.09090909,82.57575758,78.53535354,77.02020202,75.50505051,75,76.2755102,74.48979592,70.91836735,69.89795918,69.64285714,66.83673469,66.58163265,66.83673469,66.58163265,66.07142857,66.07142857,70.64676617,73.01980198,72.77227723,71.03960396,73.51485149,83.41584158,91.08910891,90.84158416,93.06930693,94.30693069,97.27722772,104.4554455,107.4257426,108.6633663,110.6435644,109.9009901,110.1485149,112.1287129,116.3809524,118.7142857,122.8571429,109.4285714,105.2857143,102.5714286,101.8571429,101.6666667,102.047619,102.4285714,101.3809524,101.2857143,99.57142857,97.04761905
충북 ,97.30215827,97.6618705,98.20143885,99.10071942,98.56115108,102.5362319,101.6304348,102.7173913,102.5362319,103.0797101,101.4492754,101.6304348,100.9057971,101.4492754,101.0869565,101.6304348,101.8115942,101.6304348,102.5089606,102.1505376,103.046595,102.5089606,103.4050179,103.5842294,101.4134276,101.9434629,101.4134276,101.590106,101.7667845,101.9434629,101.7667845,101.2367491,101.7667845,101.7667845,101.4134276,101.9434629,100.7380074,100.7380074,100.7380074,100.5535055,100.7380074,100.9225092,100.7380074,100,100,99.81549815,100.1845018,99.81549815,99.07749077,98.15498155,98.22695035,95.56737589,97.34042553,96.63120567,96.27659574,96.09929078,97.34042553,96.80851064,97.87234043,97.5177305,97.87234043,96.27659574,95.03546099,94.14893617,93.26241135,88.44827586,88.44827586,88.96551724,88.79310345,84.82758621,83.10344828,83.79310345,81.20689655,80.86206897,81.37931034,79.31034483,79.82758621,80,69.52191235,69.52191235,67.52988048,68.12749004,67.92828685,67.1314741,67.1314741,66.73306773,65.93625498,66.13545817,66.33466135,66.13545817,69.84732824,74.04580153,74.42748092,75,80.34351145,94.27480916,96.5648855,96.3740458,95.22900763,94.08396947,96.94656489,103.4351145,104.0076336,105.1526718,109.1603053,108.778626,107.0610687,110.3053435,122.0970537,125.7365685,120.3206239,115.6412478,106.1958406,97.6169844,98.91681109,99.43674177,98.83015598,99.52339688,99.82668977,99.52339688,99.0034662,96.9237435
충남 ,88.98963731,94.94818653,98.70466321,97.5388601,100.2590674,96.31728045,100.7082153,101.6997167,102.8328612,103.9660057,105.5240793,104.674221,100,100.2832861,103.3994334,105.9490085,108.3569405,101.9830028,101.6393443,104.3715847,102.4590164,104.3715847,103.4153005,106.557377,107.3770492,105.4644809,106.557377,106.147541,104.7814208,102.3224044,102.4590164,100,101.2295082,101.5027322,103.0054645,98.36065574,98.93899204,97.87798408,96.15384615,93.89920424,96.15384615,94.03183024,93.89920424,91.51193634,92.30769231,90.84880637,90.84880637,90.18567639,91.64456233,88.19628647,94.01041667,93.61979167,91.40625,89.32291667,93.22916667,92.31770833,93.61979167,91.66666667,92.31770833,91.796875,94.140625,95.44270833,96.09375,94.79166667,93.359375,92.71428571,89.85714286,87.85714286,88.57142857,86.57142857,85.71428571,80.57142857,85.28571429,86.85714286,86.42857143,83.42857143,83.14285714,83.71428571,83.46560847,89.55026455,85.97883598,89.28571429,89.94708995,89.55026455,89.02116402,87.03703704,87.43386243,87.3015873,87.43386243,90.47619048,91.64490862,95.82245431,94.25587467,91.25326371,94.38642298,97.79792746,105.3108808,110.880829,112.1761658,110.880829,113.6010363,116.9689119,119.3005181,117.746114,119.8186528,118.9119171,116.9689119,119.6891192,131.5500686,133.3333333,133.436214,115.0891632,105.2812071,101.611797,99.45130316,98.28532236,99.10836763,98.66255144,97.80521262,97.66803841,97.18792867,96.81069959
전북 ,86.20071685,94.44444444,85.66308244,87.6344086,88.88888889,86.20071685,81.00358423,101.2544803,98.02867384,102.1505376,96.77419355,93.01075269,93.90681004,92.29390681,93.72759857,98.02867384,102.688172,102.1505376,102.5951557,101.0380623,103.1141869,101.2110727,94.29065744,93.42560554,90.1384083,90.83044983,93.94463668,94.6366782,92.73356401,92.21453287,95.57823129,95.91836735,100.170068,98.80952381,97.10884354,97.95918367,100.3412969,101.5358362,103.2423208,104.4368601,104.2662116,102.21843,101.5358362,98.12286689,97.6109215,95.90443686,95.90443686,97.44027304,100,95.90443686,100.1706485,103.5836177,103.2423208,105.1194539,104.2662116,107.6791809,108.0204778,108.3617747,108.5324232,106.8259386,105.4607509,100.8532423,100.6825939,100.5119454,101.5358362,99.82014388,98.38129496,96.94244604,96.94244604,95.32374101,94.0647482,91.36690647,89.74820144,88.30935252,90.4676259,90.82733813,93.16546763,94.0647482,90.03759398,88.53383459,85.71428571,81.57894737,81.39097744,76.69172932,78.7593985,76.31578947,76.87969925,77.34962406,76.59774436,79.79323308,83.7037037,84.25925926,87.59259259,86.2962963,87.40740741,90.74074074,91.85185185,92.40740741,90.37037037,93.51851852,95.55555556,103.3333333,102.4074074,101.8518519,100.1851852,104.4444444,105.9259259,108.5185185,116.0876758,118.2795699,126.344086,117.4110835,106.5343259,103.1430935,102.4813896,102.1505376,105.5004136,105.4177006,105.2109181,103.8047974,102.5227461,99.29693962
전남 ,102.0912548,104.3726236,101.3307985,101.7110266,99.61977186,99.80988593,99.61977186,102.0912548,100.3802281,100.5703422,101.1406844,96.57794677,96.19771863,95.05703422,95.81749049,95.62737643,98.66920152,97.71863118,99.28825623,98.57651246,100.7117438,99.28825623,98.57651246,99.11032028,97.15302491,99.11032028,99.82206406,99.46619217,98.93238434,99.46619217,100,100.1694915,102.3728814,105.7627119,102.7118644,103.0508475,101.8644068,100.3389831,97.62711864,99.15254237,101.6949153,100.8474576,100.3389831,98.13559322,96.94915254,98.13559322,100.3389831,100,100,104.9152542,104.6925566,105.1779935,105.987055,104.0453074,104.5307443,101.618123,104.0453074,103.3980583,100.9708738,100.9708738,102.5889968,102.4271845,101.9417476,105.1779935,104.8543689,97.12041885,98.16753927,99.7382199,97.38219895,98.16753927,96.85863874,97.64397906,101.0471204,103.6649215,105.7591623,107.591623,111.7801047,107.8534031,105.0239234,103.1100478,100.7177033,96.88995215,94.25837321,93.77990431,94.25837321,96.41148325,96.41148325,95.6937799,97.36842105,94.49760766,95.02369668,95.49763033,94.78672986,90.99526066,96.44549763,97.1563981,98.57819905,105.9241706,102.6066351,103.7914692,107.3459716,106.8720379,103.3175355,107.3459716,100.9478673,104.5023697,104.7393365,111.1374408,109.3717817,112.3583934,116.4778579,111.791967,96.70442842,92.1215242,94.23274974,92.48197734,93.76930999,93.56333677,93.35736354,92.22451081,92.01853759,90.01029866
경북 ,103.2894737,97.89473684,100.9210526,100.9210526,105.6578947,108.5526316,106.8421053,106.8421053,109.6052632,110.3947368,111.7105263,111.3157895,113.2894737,111.0526316,112.3684211,116.8421053,116.0526316,111.7105263,112.8238342,111.0103627,109.8445596,107.7720207,108.6787565,109.0673575,108.4196891,109.3264249,109.5854922,108.6787565,108.4196891,110.492228,108.2338902,109.3078759,109.4272076,109.9045346,107.7565632,110.1431981,103.7330317,108.5972851,108.4841629,107.918552,107.239819,98.19004525,96.15384615,95.92760181,88.80090498,90.49773756,88.46153846,88.00904977,86.76470588,83.71040724,81.14035088,79.16666667,79.05701754,78.39912281,78.72807018,76.53508772,76.4254386,75.43859649,75.87719298,77.96052632,76.97368421,77.63157895,74.78070175,75,75.65789474,84.84419263,81.01983003,81.44475921,77.90368272,76.48725212,72.94617564,70.39660057,67.28045326,62.46458924,62.32294618,64.30594901,61.75637394,60.76487252,62.53298153,57.12401055,57.78364116,57.3878628,56.99208443,58.97097625,60.02638522,65.17150396,65.96306069,65.69920844,65.83113456,67.81002639,71.72236504,74.16452442,78.27763496,78.14910026,80.20565553,80.59125964,92.54498715,98.20051414,94.98714653,93.05912596,93.70179949,100.2570694,107.1979434,108.4832905,106.2982005,106.5552699,105.9125964,108.2262211,111.4848485,112.8484848,112.4242424,108.6969697,103.1515152,99.39393939,97.21212121,95.63636364,95.81818182,96.6969697,97.6969697,97.3030303,94.06060606,90.81818182
경남 ,90.32258065,87.90322581,94.95967742,97.88306452,98.58870968,97.98387097,95.66532258,95.76612903,101.6129032,104.5362903,102.8225806,100.8064516,98.08467742,96.97580645,100.7056452,101.2096774,100.9072581,100.5040323,101.7964072,104.8902196,103.6926148,105.3892216,104.8902196,102.994012,104.0918164,104.3912176,105.1896208,106.5868263,105.2894212,105.2894212,105.3254438,104.5364892,106.3116371,106.1143984,105.7199211,106.3116371,104.0594059,103.8613861,104.950495,103.4653465,101.980198,101.8811881,100.2970297,99.7029703,99.7029703,99.7029703,98.51485149,95.74257426,96.23762376,95.44554455,93.66471735,93.2748538,93.37231969,92.88499025,93.07992203,93.66471735,93.95711501,92.30019493,91.796875,91.8128655,91.32553606,88.30409357,87.23196881,87.23196881,86.25730994,79.17466411,78.79078695,79.46257198,78.98272553,75.71976967,72.55278311,70.34548944,69.00191939,62.85988484,57.48560461,55.75815739,53.26295585,53.55086372,54.89220564,53.23383085,50.58043118,50.8291874,49.75124378,48.92205638,58.62354892,56.71641791,55.55555556,56.21890547,56.38474295,63.76451078,65.29126214,67.5566343,68.85113269,64.4012945,62.94498382,69.57928803,91.10032362,93.52750809,91.74757282,93.12297735,98.70550162,104.9352751,103.3980583,98.46278317,96.60194175,97.33009709,97.57281553,101.9417476,108.5968379,111.1067194,112.0948617,110.2173913,104.1106719,100.5142405,99.82213439,99.88142292,101.0869565,100.5928854,101.027668,100.256917,97.54940711,96.06719368
제주 ,100.7692308,93.07692308,80,90,91.53846154,85.38461538,84.61538462,82.30769231,81.53846154,84.61538462,83.84615385,83.84615385,84.61538462,81.53846154,80,80,80.76923077,86.92307692,98.52941176,98.52941176,94.85294118,94.85294118,91.91176471,91.91176471,91.91176471,104.4117647,106.6176471,107.3529412,113.2352941,131.6176471,140.4109589,133.5616438,130.8219178,131.5068493,134.2465753,136.3013699,146.5753425,145.890411,146.5753425,148.630137,156.1643836,154.109589,159.5890411,150,141.7808219,120.5479452,103.4246575,90.4109589,90.4109589,100.6849315,106.7073171,107.3170732,109.7560976,107.3170732,108.5365854,104.8780488,102.4390244,96.95121951,98.17073171,97.56097561,97.56097561,98.17073171,92.68292683,91.46341463,93.90243902,81.37254902,80.39215686,82.35294118,83.33333333,76.47058824,78.43137255,75.49019608,70.58823529,61.76470588,67.64705882,64.70588235,66.66666667,63.7254902,68.75,70.53571429,70.53571429,70.53571429,72.32142857,69.64285714,70.53571429,71.42857143,70.53571429,70.53571429,75.89285714,74.10714286,75,71.55172414,70.68965517,70.68965517,69.82758621,69.82758621,68.96551724,68.96551724,67.24137931,67.24137931,67.24137931,81.03448276,87.93103448,87.93103448,87.06896552,95.68965517,104.3103448,112.9310345,113.5555556,117.1111111,115.7777778,118.2222222,100.8888889,99.33333333,94.44444444,92.22222222,93.11111111,90,90.66666667,93.33333333,90.44444444,86
